Variable	Year	Month	Value	Unit	Source	State	County	Country
Percentage of sheep with body condition moderate	2017	1	75	%	CliMIS	Jonglei		South Sudan
Percentage of sheep with body condition moderate	2017	2	80	%	CliMIS	Jonglei		South Sudan
Percentage of sheep with body condition moderate	2017	3		%	CliMIS	Jonglei		South Sudan
Percentage of sheep with body condition moderate	2017	4		%	CliMIS	Jonglei		South Sudan
Percentage of sheep with body condition good	2017	1	17	%	CliMIS	Jonglei		South Sudan
Percentage of sheep with body condition good	2017	2		%	CliMIS	Jonglei		South Sudan
Percentage of sheep with body condition good	2017	3		%	CliMIS	Jonglei		South Sudan
Percentage of sheep with body condition good	2017	4		%	CliMIS	Jonglei		South Sudan
Percentage of sheep with body condition emaciated	2017	1		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep with body condition emaciated	2017	2		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep with body condition emaciated	2017	3		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep with body condition emaciated	2017	4		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep with body condition thin	2017	1		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep with body condition thin	2017	2		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep with body condition thin	2017	3		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep with body condition thin	2017	4		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep with body condition borderline	2017	1		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep with body condition borderline	2017	2	25	%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep with body condition borderline	2017	3		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep with body condition borderline	2017	4		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep with body condition moderate	2017	1	38	%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep with body condition moderate	2017	2	13	%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep with body condition moderate	2017	3		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep with body condition moderate	2017	4		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep with body condition good	2017	1		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep with body condition good	2017	2	13	%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep with body condition good	2017	3		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep with body condition good	2017	4		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of sheep with body condition emaciated	2017	1		%	CliMIS	Warrap		South Sudan
Percentage of sheep with body condition emaciated	2017	2		%	CliMIS	Warrap		South Sudan
Percentage of sheep with body condition emaciated	2017	3		%	CliMIS	Warrap		South Sudan
Percentage of sheep with body condition emaciated	2017	4		%	CliMIS	Warrap		South Sudan
Percentage of sheep with body condition thin	2017	1	10	%	CliMIS	Warrap		South Sudan
Percentage of sheep with body condition thin	2017	2		%	CliMIS	Warrap		South Sudan
Percentage of sheep with body condition thin	2017	3		%	CliMIS	Warrap		South Sudan
Percentage of sheep with body condition thin	2017	4		%	CliMIS	Warrap		South Sudan
Percentage of sheep with body condition borderline	2017	1	30	%	CliMIS	Warrap		South Sudan
Percentage of sheep with body condition borderline	2017	2		%	CliMIS	Warrap		South Sudan
Percentage of sheep with body condition borderline	2017	3	20	%	CliMIS	Warrap		South Sudan
Percentage of sheep with body condition borderline	2017	4	67	%	CliMIS	Warrap		South Sudan
Percentage of sheep with body condition moderate	2017	1	30	%	CliMIS	Warrap		South Sudan
Percentage of sheep with body condition moderate	2017	2		%	CliMIS	Warrap		South Sudan
Percentage of sheep with body condition moderate	2017	3	80	%	CliMIS	Warrap		South Sudan
Percentage of sheep with body condition moderate	2017	4	33	%	CliMIS	Warrap		South Sudan
Percentage of sheep with body condition good	2017	1		%	CliMIS	Warrap		South Sudan
Percentage of sheep with body condition good	2017	2		%	CliMIS	Warrap		South Sudan
Percentage of sheep with body condition good	2017	3		%	CliMIS	Warrap		South Sudan
Percentage of sheep with body condition good	2017	4		%	CliMIS	Warrap		South Sudan
Percentage of sheep with body condition emaciated	2017	1		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep with body condition emaciated	2017	2		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep with body condition emaciated	2017	3		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep with body condition emaciated	2017	4		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep with body condition thin	2017	1		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep with body condition thin	2017	2		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep with body condition thin	2017	3		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep with body condition thin	2017	4		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep with body condition borderline	2017	1		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep with body condition borderline	2017	2		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep with body condition borderline	2017	3		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep with body condition borderline	2017	4		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep with body condition moderate	2017	1		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep with body condition moderate	2017	2		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep with body condition moderate	2017	3		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep with body condition moderate	2017	4		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep with body condition good	2017	1		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep with body condition good	2017	2		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep with body condition good	2017	3		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of sheep with body condition good	2017	4		%	CliMIS	Western Bahr El Ghazal		South Sudan
Percentage of householding at least milking one of their livestocks	2017	1		%	CliMIS	Drive		South Sudan
Percentage of householding at least milking one of their livestocks	2017	2		%	CliMIS	Drive		South Sudan
Percentage of householding at least milking one of their livestocks	2017	3	67%	%	CliMIS	Drive		South Sudan
Percentage of householding at least milking one of their livestocks	2017	4	100%	%	CliMIS	Drive		South Sudan
Percentage of householding at least milking one of their livestocks	2017	1		%	CliMIS	Drive		South Sudan
Percentage of householding at least milking one of their livestocks	2017	2		%	CliMIS	Drive		South Sudan
Percentage of householding at least milking one of their livestocks	2017	3	67%	%	CliMIS	Drive		South Sudan
Percentage of householding at least milking one of their livestocks	2017	4	100%	%	CliMIS	Drive		South Sudan
Percentage of householding at least milking one of their livestocks	2017	1	75%	%	CliMIS	Drive		South Sudan
Percentage of householding at least milking one of their livestocks	2017	2	50%	%	CliMIS	Drive		South Sudan
Percentage of householding at least milking one of their livestocks	2017	3		%	CliMIS	Drive		South Sudan
Percentage of householding at least milking one of their livestocks	2017	4		%	CliMIS	Drive		South Sudan
Percentage of householding at least milking one of their livestocks	2017	1	90%	%	CliMIS	Drive		South Sudan
Percentage of householding at least milking one of their livestocks	2017	2		%	CliMIS	Drive		South Sudan
Percentage of householding at least milking one of their livestocks	2017	3	40%	%	CliMIS	Drive		South Sudan
Percentage of householding at least milking one of their livestocks	2017	4	67%	%	CliMIS	Drive		South Sudan
Percentage of householding at least milking one of their livestocks	2017	1		%	CliMIS	Drive		South Sudan
Percentage of householding at least milking one of their livestocks	2017	2		%	CliMIS	Drive		South Sudan
Percentage of householding at least milking one of their livestocks	2017	3		%	CliMIS	Drive		South Sudan
Percentage of householding at least milking one of their livestocks	2017	4		%	CliMIS	Drive		South Sudan
Percentage of cattle loss accounted for by disease	2017	1		%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by disease	2017	2		%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by disease	2017	3	83%	%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by disease	2017	4	100%	%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by starvation	2017	1		%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by starvation	2017	2		%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by starvation	2017	3	17%	%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by starvation	2017	4	60%	%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by dehydration	2017	1		%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by dehydration	2017	2		%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by dehydration	2017	3		%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by dehydration	2017	4	20%	%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by theft	2017	1		%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by theft	2017	2		%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by theft	2017	3	33%	%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by theft	2017	4	20%	%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by lost	2017	1		%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by lost	2017	2		%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by lost	2017	3	17%	%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by lost	2017	4	40%	%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by flood	2017	1		%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by flood	2017	2		%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by flood	2017	3		%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by flood	2017	4		%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by slaughter	2017	1		%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by slaughter	2017	2		%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by slaughter	2017	3	50%	%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by slaughter	2017	4	30%	%	CliMIS	Eastern Equatoria		South Sudan
Percentage of cattle loss accounted for by disease	2017	1	100%	%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by disease	2017	2	100%	%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by disease	2017	3		%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by disease	2017	4		%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by starvation	2017	1		%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by starvation	2017	2		%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by starvation	2017	3		%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by starvation	2017	4		%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by dehydration	2017	1		%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by dehydration	2017	2		%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by dehydration	2017	3		%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by dehydration	2017	4		%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by theft	2017	1	92%	%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by theft	2017	2	100%	%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by theft	2017	3		%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by theft	2017	4		%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by lost	2017	1	75%	%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by lost	2017	2	80%	%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by lost	2017	3		%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by lost	2017	4		%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by flood	2017	1		%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by flood	2017	2		%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by flood	2017	3		%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by flood	2017	4		%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by slaughter	2017	1	17%	%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by slaughter	2017	2		%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by slaughter	2017	3		%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by slaughter	2017	4		%	CliMIS	Jonglei		South Sudan
Percentage of cattle loss accounted for by disease	2017	1	13%	%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of cattle loss accounted for by disease	2017	2	13%	%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of cattle loss accounted for by disease	2017	3		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of cattle loss accounted for by disease	2017	4		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of cattle loss accounted for by starvation	2017	1		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of cattle loss accounted for by starvation	2017	2		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of cattle loss accounted for by starvation	2017	3		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of cattle loss accounted for by starvation	2017	4		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of cattle loss accounted for by dehydration	2017	1		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of cattle loss accounted for by dehydration	2017	2		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of cattle loss accounted for by dehydration	2017	3		%	CliMIS	Northern Bahr El Ghazal		South Sudan
Percentage of cattle loss accounted for by dehydration	2017	4		%	CliMIS	Northern Bahr El Ghazal		South Sudan
