Indicator Name|Unit|1961|1962|1963|1964|1965|1966|1967|1968|1969|1970|1971|1972|1973|1974|1975|1976|1977|1978|1979|1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2010-2012|2011|2011-2013|2012|2012-2014|2013|2014|2014-2016|2015|2016|2017|2018|2019|2020|2021|2022|2023|2024|2025|2026|2027|2028|2029|2030|2031|2032|2033|2034|2035|2036|2037|2038|2039|2040|2041|2042|2043|2044|2045|2046|2047|2048|2049|2050|2051|2052|2053|2054|2055|2056|2057|2058|2059|2060|2061|2062|2063|2064|2065|2066|2067|2068|2069|2070|2071|2072|2073|2074|2075|2076|2077|2078|2079|2080|2081|2082|2083|2084|2085|2086|2087|2088|2089|2090|2091|2092|2093|2094|2095|2096|2097|2098|2099|2100
Biomass burned (dry matter), Burning - all categories|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||180283034.3002||179887369.2657|189461444.9496||186372480.6273|186372480.6273||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Biomass burned (dry matter), Closed and open shrubland|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||4110835.8042||5338958.6267|4160560.2006||4062988.7328|4062988.7328||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Biomass burned (dry matter), Closed shrubland|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||3255505.564||4598922.255|3426939.51||3333576.5734|3333576.5734||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Biomass burned (dry matter), Grassland|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||8661050.626||9001965.329|7650686.609||7973315.5735|7973315.5735||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Biomass burned (dry matter), Maize|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||286000.0||322000.0|278000.0||133235.8513|94308.0611||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Biomass burned (dry matter), Open shrubland|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||855330.2402||740036.3717|733620.6906||729412.1594|729412.1594||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Biomass burned (dry matter), Savanna|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||133721657.1||128933594.9|142312206.4||136932383.26|136932383.26||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Biomass burned (dry matter), Savanna and woody savanna|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||167511147.87||165546445.31|177650198.14||174336176.32099998|174336176.32099998||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Biomass burned (dry matter), Woody savanna|tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||||33789490.77||36612850.41|35337991.74||37403793.061|37403793.061||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Burned Area, Burning - all categories|ha||||||||||||||||||||||||||||||||||||||||||||||||||||||26582004.7194||26476369.0104|27870918.3631||27535140.6661|27535140.6661||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Burned Area, Closed and open shrubland|ha||||||||||||||||||||||||||||||||||||||||||||||||||||||181742.3464||223995.0674|179651.9361||175860.8938|175860.8938||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Burned Area, Closed shrubland|ha||||||||||||||||||||||||||||||||||||||||||||||||||||||121929.0437||172244.2727|128349.7907||124853.0513|124853.0513||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Burned Area, Grassland|ha||||||||||||||||||||||||||||||||||||||||||||||||||||||1665586.72||1731147.243|1471285.945||1563545.2195|1563545.2195||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Burned Area, Open shrubland|ha||||||||||||||||||||||||||||||||||||||||||||||||||||||59813.3027||51750.7947|51302.1454||51007.8425|51007.8425||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Burned Area, Savanna|ha||||||||||||||||||||||||||||||||||||||||||||||||||||||19103093.87||18419084.98|20330315.18||19561769.045|19561769.045||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Burned Area, Savanna and woody savanna|ha||||||||||||||||||||||||||||||||||||||||||||||||||||||24734675.653||24521226.7|26219980.481999997||25795734.5528|25795734.5528||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Burned Area, Woody savanna|ha||||||||||||||||||||||||||||||||||||||||||||||||||||||5631581.783||6102141.72|5889665.302||6233965.5078|6233965.5078||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Carbon stock in living biomass, Forest|million tonnes||||||||||||||||||||||||||||||||||||||||||||||||||||493.49||494.08||494.66|495.24||495.83|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Density of livestock in the agricultural area, Asses|LSU/ha||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0||0.0|0.0||0.0|0.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Density of livestock in the agricultural area, Cattle|LSU/ha||||||||||||||||||||||||||||||||||||||||||||||||||||||0.21||0.21|0.21||0.21|0.21||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Density of livestock in the agricultural area, Cattle and Buffaloes|LSU/ha||||||||||||||||||||||||||||||||||||||||||||||||||||||0.21||0.21|0.21||0.21|0.21||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Density of livestock in the agricultural area, Chickens|LSU/ha||||||||||||||||||||||||||||||||||||||||||||||||||||||0.01||0.01|0.01||0.01|0.01||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Density of livestock in the agricultural area, Equidae|LSU/ha||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0||0.0|0.0||0.0|0.0||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Density of livestock in the agricultural area, Goats|LSU/ha||||||||||||||||||||||||||||||||||||||||||||||||||||||0.05||0.05|0.05||0.05|0.05||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Density of livestock in the agricultural area, Major livestock types|LSU/ha||||||||||||||||||||||||||||||||||||||||||||||||||||||0.32||0.32|0.32||0.32|0.33||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Density of livestock in the agricultural area, Sheep|LSU/ha||||||||||||||||||||||||||||||||||||||||||||||||||||||0.06||0.06|0.06||0.06|0.06||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Density of livestock in the agricultural area, Sheep and Goats|LSU/ha||||||||||||||||||||||||||||||||||||||||||||||||||||||0.1||0.1|0.11||0.11|0.11||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Crop residues), All Crops|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||75.5964||79.9796|86.3875||60.7371|52.9502||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Crop residues), Beans, dry|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||0.2106||0.1866|0.1519||0.1159|0.0924||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Crop residues), Maize|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||10.6851||12.8423|15.455||7.8264|5.8266||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Crop residues), Millet|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||0.4892||0.4254|0.7263||0.462|0.3454||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Crop residues), Sorghum|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||64.2116||66.5253|70.0543||52.3328|46.6858||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure applied), All Animals|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||243.6342||244.1776|245.2165||245.9092|246.523||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure applied), Asses|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||0.638||0.6805|0.7018||0.7286|0.7659999999999999||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure applied), Cattle|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||199.8827||199.9296|200.1352||200.2254|200.3765||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure applied), Cattle, dairy|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||186.2769||186.3022|186.3527||186.4318|186.5789||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure applied), Cattle, non-dairy|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||13.6057||13.6275|13.7825||13.7936|13.7975||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure applied), Chickens|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||5.7778||5.8222|5.7933||5.8078|5.8227||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure applied), Chickens, broilers|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||3.4667||3.3762|3.4351||3.4056|3.3752||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure applied), Chickens, layers|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||2.3112||2.4461|2.3582||2.4022|2.4475||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure applied), Goats|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||19.7313||19.8043|19.8043||19.8068|19.8319||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure applied), Mules and Asses|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||0.638||0.6805|0.7018||0.7286|0.7659999999999999||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure applied), Poultry Birds|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||5.7778||5.8222|5.7933||5.8078|5.8227||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure applied), Sheep|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||17.6045||17.9409|18.7819||19.3406|19.726||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure applied), Sheep and Goats|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||37.3358||37.7452|38.5862||39.1474|39.5579||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure management), All Animals|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||95.0407||95.4321|96.396||96.9553|97.3763||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure management), Asses|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||0.1595||0.1701|0.1754||0.1822|0.1915||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure management), Cattle|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||71.0554||71.0899|71.2984||71.3352|71.3828||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure management), Cattle, dairy|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||54.0483||54.0556|54.0703||54.0932|54.1359||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure management), Cattle, non-dairy|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||17.0072||17.0343|17.2281||17.242|17.2469||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure management), Chickens|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||2.8889||2.9111|2.8967||2.9039|2.9114||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure management), Chickens, broilers|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||1.7333||1.6881|1.7175||1.7028|1.6876||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure management), Chickens, layers|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||1.1556||1.2229999999999999|1.1791||1.2011|1.2238||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure management), Goats|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||4.9328||4.9511|4.9511||4.9517|4.958||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure management), Mules and Asses|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||0.1595||0.1701|0.1754||0.1822|0.1915||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure management), Poultry Birds|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||2.8889||2.9111|2.8967||2.9039|2.9114||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure management), Sheep|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||16.0041||16.3099|17.0744||17.5824|17.9327||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure management), Sheep and Goats|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||20.9369||21.261|22.0255||22.534000000000002|22.8907||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure on pasture), All Animals|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||7322.628000000001||7349.1524|7412.9189||7446.1402|7472.5972||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure on pasture), Asses|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||31.5796||33.6849|34.7376||36.0659|37.9173||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure on pasture), Cattle|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||5359.7137||5362.8365|5382.5466||5385.4612|5388.8766||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure on pasture), Cattle, dairy|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||3718.5203||3719.0249|3720.0341||3721.6129|3724.5491||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure on pasture), Cattle, non-dairy|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||1641.1935||1643.8116|1662.5125||1663.8483|1664.3275||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure on pasture), Chickens|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||49.2635||49.6423|49.3956||49.5191|49.6464||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure on pasture), Chickens, broilers|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||29.5579||28.7862|29.2887||29.0372|28.778000000000002||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure on pasture), Chickens, layers|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||19.7057||20.8562|20.1069||20.4819|20.8684||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure on pasture), Goats|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||976.6973||980.3147|980.3147||980.4352|981.6778||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure on pasture), Mules and Asses|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||31.5796||33.6849|34.7376||36.0659|37.9173||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure on pasture), Poultry Birds|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||49.2635||49.6423|49.3956||49.5191|49.6464||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure on pasture), Sheep|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||905.3738||922.674|965.9243||994.6588|1014.4791||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (CO2eq) (Manure on pasture), Sheep and Goats|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||1882.0711||1902.9887|1946.239||1975.094|1996.1569||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (N2O) (Crop residues), All Crops|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||0.2439||0.258|0.2787||0.1959|0.1708||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (N2O) (Crop residues), Beans, dry|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0007||0.0006|0.0005||0.0004|0.0003||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (N2O) (Crop residues), Maize|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0345||0.0414|0.0499||0.0252|0.0188||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Direct emissions (N2O) (Crop residues), Millet|gigagrams||||||||||||||||||||||||||||||||||||||||||||||||||||||0.0016||0.0014|0.0023||0.0015|0.0011||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
